yorum_islenmis,Duygu
kavram iyi tarif edildi,Nötr
efendim lütfen el yazısı notlarınızı sağlayın brthang,Nötr
yine iyi tarif edilen bir ana parça,Nötr
teşekkürl efendim,Nötr
efendim lütfen web siten bağlantıyı verir misiniz,Nötr
en hoş geldiniz nitish efendim,Nötr
"efendim , krish naik'ten iyisin",Nötr
harika açıklama efendim,Nötr
bir notu biziml paylaşabilirsiniz,Nötr
nazikç efendim,Nötr
lütfen efendim agar aap ke sare onenot k notalar mel jae,Nötr
,Bilinmiyor
izlemeyi bitirdi,Nötr
lütfen covet adam diğer optimizasyon teknikleri ağırlıklandırma işlemi leqen oranı bozulmasına kadar ağırlık,Nötr
bir hrefhttpwwwyoutubecomwatchvzyxpykswamptmsa,Nötr
"efendim , mümkünse bir dizi python röportajı efendim",Nötr
harika i̇çerik,Nötr
görüntü işlem,Nötr
teşekkürl efendim,Nötr
hey nitish lütfen bana makin öğrenm oyun listenizd hangi izlem yazma pedini kullandığınızı söyleyebilir misiniz ? mevcut olanları bir samsung sekmesi kullandığınızı söyleyebilir misiniz ? önceki videosbralo olacak lütfen bana boyutunu söyleyebilir misiniz ?,Nötr
lütfen videolarınıza i̇ngilizc altyazıları ekleyin,Nötr
"efendim , gd backprop algoritması arasındaki farkın olduğunu açıklayabilir misiniz , ancak ikisi sinir ağlarında türevler zincir kuralını hesaplıyor sonra ağırlıkları güncelliyor , sormak biraz aptalca sorusunu biliyorum .",Nötr
"her zamanki harika nitishbrbhai , youtub to chod diya tha na tha na kims beni konuda temizleyebilir mi ?",Nötr
güzel kardeş,Nötr
lütfen bhaiya mal projects'ın çalma listesin hiçbir eklemeyin,Nötr
"efendim , videolarınızı güney hint uluslararası arkadaşlarıma tavsiy i̇stiyorum plz plz sadec i̇ngilizc kürkelerd bazı videolar yapın",Pozitif
efendim videolar öğrenmek iyi .,Nötr
iyi efendim,Nötr
dl'nin evi,Nötr
teşekkürl,Nötr
"patlama gradyanı açıklarken olması gerekir , nedenl ağırlıklar küçük küçük olmaya devam edecektir , negatif",Nötr
efendim lütfen videolar yükleyin,Nötr
ml sir plz yardımı kullanarak film tavsiy sistemind hata alıyorum,Pozitif
"merhaba efendim , beni iyi bir veri bilimcisi yapmak büyük bir rol oynuyorsunuz teşekkür ederim",Nötr
"efendim lütfen sonraki videoları yükleyin son günlerden itibaren oyun listenizi düzenli olarak kontrol edin , lütfen efendim",Nötr
harika i̇çerik,Nötr
efendim lütfen hipotez testi ilgili bir video yapın kanalınızda arama denedi sizden öğrenmeyi sevmedim brbrif başka iyi bulmama yardımcı olabilir,Nötr
"bhai bir karışıklığım var önemsiz olabilir , ancak columsn üzerind sıralımı kullandığımda sonra diğer sütunlarda ohe kullandığımda kolontransformatörlerl boru hatlarında , valueerror allpub bir hata verir , kaggl rekabeti barındırıyor bir hata verirveri kümesi burada eksik olduğum bir var , ohe'den önce sıralı kodlayıcı kullanıyorum kategoril sağlayarak başka birinin yardımcı olabileceği",Nötr
efendim lütfen sonraki videoyu yükleyin,Nötr
efendim randomst söyle kimler,Nötr
efendim en i̇yi açıklama teşekkürl,Nötr
kardeşim sonraki video yüklenecek gün,Nötr
"efendim , kursu tamamlamak kadar zaman alır",Nötr
güzel konuşma sorularımın çoğunun cevaplanması teşekkürl,Nötr
efendim dl'den sonra lütfen dl kullanarak açık cv öğreticisind video yapın,Nötr
"efendim , fazla görüntüleme beğeni isterseniz , zaman bollywood kanalına başlayın kanal ke aboneleri akıllı hai jo kuch yapıcı build kareng bu kanaldan para kazanmak istiyorsanız para bağışlamaya krish naik bir kur başlatmaya hazırız",Nötr
harika,Nötr
merhaba sigmoid türevi arasındadır,Nötr
,Bilinmiyor
efendim teşekkür ederim,Nötr
,Bilinmiyor
st yorum zamanınızı aldığınız bize öğrettiğiniz teşekkürl,Nötr
mükemmel,Nötr
süper bilgi bir ton teşekkürl,Nötr
izlemeyi bitirdi,Nötr
sen iyisin,Nötr
teşekkürl,Nötr
"efendim , konuları ilk öğrenirken yeni mldl konularına yaklaşıyorsunuz ?",Nötr
lütfen uygun sorunları ele alalım,Nötr
efendim lütfen i̇ngilizc videolar yapın bu videolar değerlidir,Nötr
"kanal açıklama kanal etiketleri video açıklama etiketleri vb . tüm bunlara bakın yt hesap ayarlarınızdaki herhangi bir ayar değiştirdiniz mi ? bu kanalın diğerlerinden sub olduğu inanılmaz , içeriğinizin üst düzeyd iyi kanalları değil , sorunlar olduğunu düşünüyorumyt algoritması arama sonuçları sırasında kanalı almıyor",Nötr
kardeşim patlamayı gradyan problemini özledin mi,Nötr
harika i̇çerik efendim,Nötr
teşekkürl efendim,Nötr
neden veri bilimi röportajını durdurdunuz efendim,Nötr
k abonelerini bekliyoruz,Nötr
youtube'dan ayrılma lütfen bunun hakkında şaka yapmayın,Nötr
"bro , tensör akışı kera pytorch kullanarak derin öğrenmed kodlama bölümünü öğretmeyi planlıyor musunuz ?",Nötr
"gerçekten keyif aldım , pycharm'daki kodu çalıştıracağımdan bir şüphe duyuyorum lütfen bana yardım edebilir misiniz lütfen ipl kazanma olasılığı işim bitti pycharm bölümünü bilmiyorum lütfen efendim bana yardım et",Nötr
iyi açıklamabrsir lütfen makin öğrenimi röportaj sorularının bir kısmını ekleyin,Nötr
sonunda hass,Nötr
teşekkürl efendim videolar yükle,Nötr
bropleas güncellem nlp röportaj çalma listesi hafta,Nötr
izlemeyi bitirdi,Nötr
"sir campusx , erken durdurma stokastik gd bile çalışır ayrıca küresel minimaya ulaşmadan önce yerel minima uzun bir eğim sahip bir gradyan sıkışırsa olacak",Nötr
teşekkürl efendim,Nötr
derin öğrenm konusunda iyi kur,Nötr
"canlı akışlar yapmalısınız , ayrıca video prömiyeri yapmalısınız , algoritmaya yardımcı olacaktır",Nötr
harika video,Nötr
"enstitülerin ücretsiz miktar ücreti ücretli bu değerli bilgi çok teşekkür ederim bu veri bilimi alanında bir devrim olacak , benim insanlar harika bir iş yapıyorsunuz sir plzröportaj soruları serisin devam et",Nötr
syllel sempati sym'in oksijen syllab systic systic grafikleri,Nötr
harika açıklama,Nötr
merhaba nitishleas tam nlp röportaj oynatma listesi tarafı sidealso başlat statisticspythonsql günleri,Nötr
teşekkürl nitish takdir,Nötr
efendim lütfen python serisini tamamlayın,Nötr
hieeee bu çalma listesi hangi kitabı takip ettiğinizi öğrenebilir miyim,Nötr
"birisi bana cnn imag sınıflandırma konusunda bana yardımcı olabilir mi , kare olmayan görüntülerl başa çıkmak boy oranını koruyabilirs , görüntüm bulanıklaşıyor model performansım , onu yeniden boyutlandırıyorum , zaman onu karebrcan olarak yaparak fazla bilgi kaybediyorumbana konuda yardım et",Nötr
efendim lütfen özellik seçimi videolarını yükleyebilir misiniz,Nötr
çok iyi,Nötr
izlemeyi bitirdi,Nötr
"efendim pl , oluşturduğunuz sinir ağı performan kelim dosyasına bağlantı sağlayın teşekkürl",Nötr
hangi dijit kalemi kullanıyorsun,Nötr
neden standardizasyondan sonra yeni değerl hala büyük zaman damgası bir hrefhttpwwyoutubecomwatchvmzrocvppqampmptmsa,Nötr
i̇yi i̇çerik sir jee,Nötr
gyce sub teknoloji efendim motiv olacak,Nötr
çalma listesind bir sonraki videoyu bekliyorum,Nötr
"merhaba efendim videonuzu izlemeden önce mutluyum izledikten sonra yeni bir fikir edineceğimi biliyorum , yüzden vedio bc'yi izlemeden önce minnettarım , usf böyle bir an yarattınız",Nötr
aferin öğretim efendim,Nötr
teşekkürl efendim,Nötr
"efendim , ml çalma listen günlerin knn svm algoritmaları ekleyin , böylec etkileyici hale geliyor",Nötr
röportajlarda hintç anlamak i̇çin güzel açıklandı,Nötr
"videolarınız içerik kaliteniz , derin öğrenmey ilişkin projel röportaj odaklı şükbri planlaması yerin iyi",Nötr
kardeş röportaj hazırlığı pai video ne zaman gelecek,Nötr
efendim lütfen bir video nesn algılama yap,Nötr
sir etkinleştirm işlevi yapmadıkları yerd,Nötr
bir isteğim var lütfen mont carlo mc droput hakkında bir video yaptırır mısınız ?,Nötr
izlemeyi bitirdi,Nötr
izlemeyi bitirdi,Nötr
"offtop bengali diliyl herhangi bir bağlantınız var , ben bir bengalliyim bir nedenden dolayı sadec merak ettiğinizi düşünüyorum",Nötr
"efendim , muhteşem öğreticileri yapıyorsunuz , ekranda yazmak kullanıyorsunuz ?",Nötr
efendim pl not bağlantısını gönder,Nötr
her dönme söylemek yerin bir dönme kombinasyonu dönme bir kombinasyon söylemek doğru ? birkaç mini partiden oluşabilir .,Nötr
harika,Nötr
yine harika video,Nötr
teşekkürl harika,Nötr
st,Nötr
wow aap kafi mehnat kark video banat hai aur sabs baddi baat sarra content free mai avail hai thank a lot,Pozitif
good video sir one day u will be popular,Pozitif
the main reason you have less subscriberspeopl want to learn everyth quickli and get the job but that not how it work peopl who follow your channel definit becom best data scientist,Pozitif
"idk kanalınıza neler oluyor daha içerikli başka bir yt kanalı gördüm , ancak k alt tabanına sahip olan mümkün olduğunu düşünüyorum , nedenlerden örgütlenmemiş videolara başlamanızdır",Negatif
harika video,Nötr
teşekkürl,Nötr
güzel,Nötr
izlemeyi bitirdi,Nötr
"videolarınız eğitici anlaşılması kolay , videolarınızdan ücretli bir kurstan yaptığımdan fazlasını öğrendim lütfen diziyi tamamlayın",Nötr
"efendim , açıklama şeklinizi seviyorum efendim , projeyi uçtan uca açıklayacağımız hakkında bir konferansa ihtiyacımız var , sadec ayda efendim plztri",Nötr
"dl'yi bizim kolaylaştırdığınız teşekkür ederiz , lütfen diziyi tamamlayın",Nötr
"sir g videolar jldi dala kro krishna naik'ten öğrenmeyi denedim anlayamadım idhar sab smjh aata h apan ko , lütfen ye çalma listesi jlylilist jlylilit jlylit krdo jlylilit jlylit krdo pdf'de veri analist ml krrha hun hun aapk video se bs derin öğrenm",Nötr
bir sonraki video zaman gelecek,Nötr
derin sinir ağı bırakma düzenlemeyi kullanabilir miyiz açıklayın,Nötr
lütfen kısa zamanda derin öğrenmeyi tamamlamayı deneyin,Nötr
efendim pl paylaşım notları bağlantısı,Nötr
veri bilimi alanında iyi öğretmensiniz efendim teşekkür ederim efendim,Nötr
harika i̇çerik,Nötr
direk,Nötr
,Bilinmiyor
efendim lütfen bir video nesn algılama yap,Nötr
harika video,Nötr
"efendim , öğrenirseniz uygulama kod yükleyebilir misiniz",Nötr
"efendim , derslerin herhangi bir kod der bulamıyorum",Nötr
sen gerçekten inanılmazsın efendim,Nötr
teşekkürl,Nötr
"genel olarak sigmoid tanh grafiğinden gözlemlendiğind , tanh bir noktada eğriy yönelecek türev , teğet eğimi zaman sigmoid'den büyüktür x sonsuza kadar zaman iki türev birbiriyl aynı olabilir dw türevl doğru orantılıdıraktivasyon fonksiyonunun dolayısıyla , iç gizli katmanlarda kullanıldığında , türevi yüksek ağırlık güncellemesi hızlıdır nedenl ağımız sigmoid ' e kıyasla hızlı birleşir relu ilgili sorun , herhangi bir ağırlık negatif relu sıfır yaparsa",Nötr
bir href http youtubecomwatchvlcukgzayamptmsa bu nitish'den iyi bir örnek olamazdı,Nötr
izlemeyi bitirdi,Nötr
"harika içerik bize kadar harika içerik sağladığınız teşekkürl , bize yardımcı olur",Nötr
efendim lütfen video yükleyin,Nötr
merhaba nitish lütfen ml dl nlp'yi öğrenmek hangi videoları kitapları takip ettiğiniz bir video yapın .,Nötr
bu çalma listesinin ilk videosu jais ki hum tartışmayı ki dl oynatma listesi tartışması ayı tak tam ho jayegi ama sir abhi kitna baki hain ye pata nahi pr abhi process baki hai baki hai ibl ho mlop mlop başlangıç ​​kijiyga sahebbbrdhananyawaad ​​sheb,Nötr
"son iki gün içind derin öğrenm videolarınızı bingewatch yaptım , şeyi kadar kolay örneklerl açıkladınız , teşekkür ederim efendim",Nötr
relu tanh hr kodlama videosunu bekleyen video teşekkürl,Nötr
"birkaç yıldır aiml profesyonel olmasına rağmen , kanalınızda zaman geçirmeyi seviyorum her kelimeyi konuştuğun kelimeyi düşündürün ais koi mujh saal pehel sikhata yeni bulduğumda özel bir konu toplu normalleştirm harika iş bekliyorumnitish efendim",Nötr
"gerçekten efendim , şeyleri açıklamanın yolu harika bir iş harika iş , paylaştığınız teşekkürl kutlamak",Nötr
sir grammarlaya'nın dışkı sistemini geliştirmeyin efendim,Nötr
harika,Nötr
harika video efendim teşekkür ederim,Nötr
bu adam tanrı'dır,Nötr
güzel efendim,Nötr
"sir pl , katmandu nepal'den ml nlp sevgi saygılarını kullanarak i̇çerik jeneratörü metin özetleyici nasıl geliştirileceğin dair eksiksiz bir öğretici oluşturun",Nötr
lütfen dl çalma listesinin sıklığını artırın teşekkürl,Nötr
"teşekkürl efendim , nlp serisini genişletmek herhangi bir planlamada cm'ye sahibim büyük öğretmenlerden",Nötr
"her zaman nme nme a hrefhttpshiofukimoounoshiofukimoouaa , iyi gözlüklerd hareket etmek t birin ihtiyaç duyar .",Negatif
teşekkürl kardeşim,Nötr
her teşekkürl,Nötr
izlemeyi bitirdi,Nötr
teşekkürl sirji,Nötr
efendim lütfen yeni çalma listesi zaman serisi analizini başlatın,Nötr
tekrar yükleyecek misin,Nötr
"nitish , not yapımı hangi graphicpad ' i kullandığınızı söyleyebilir misiniz ?",Nötr
fantastik açıklama,Nötr
"relu fulform'da doğrus terim var , zaman doğrus olmayan işlevini söylüyoruz",Nötr
thanx,Nötr
bu saç kesimind iyi görünüyorsun,Nötr
teşekkürl efendim,Nötr
"nitish efendim sizden kısa sürede röportaj serisi yapmanızı istiyoruz , yaklaşan parti yer değiştirm , temmuz'un st haftası'nda başlayacak",Nötr
merhaba nitish kardeş,Nötr
mükemmel,Nötr
teşekkürl efendim,Nötr
derinlemesin video,Nötr
"efendim , ağırlıklar çarpışan diff x değerleri ağırlıklarla aynı olsa , sağ x farklıdır , sonra olur aynı şekild aynı olur pl cevap",Nötr
"bir şüphe sigmoid türevlerini sıfır ağırlıklar önce aldığımızda , bir nöronu bir çıktı olarak düşündük videoda türev wrt ağırlıklarını aldık , aktivasyon fonksiyonunun türevlerini alıyoruz , aynı anlamına geliyor ?",Nötr
tanh türevi değil efendim lütfen kontrol edin,Nötr
patlayan bir gradyan sorunu yoksa yok olan bir gradyan,Nötr
günaydın efendim seni fazla jibrank et efendim br,Nötr
izlemeyi bitirdi,Nötr
sir discord ' a nereden bağlantı kuracaksınız,Negatif
teşekkürl efendim brdeep öğrenm çalma listesi tamamlandı kr isteğini yapın efendim,Nötr
"efendim , çevrimiçi ay ai sınıfınıza katılabilirsiniz lütfen cevap verin",Nötr
"efendim , tür uzun videolar sadec bir öneri , videolara bölünerek videoya bölümler ekleyin zaman damgaları neredeyiz anlamak gerçekten yararlı olurdu",Nötr
teşekkürl efendim,Nötr
"efendim , evri günlerind bir videonun yükleneceğini söylediniz , ancak şimdi evri haftası'na bir video yüklüyorsunuz",Nötr
"sabah siri son zamanlarda videolarınızı izlemey başladı konseptl , videolarınızı izledikten sonra netleşiyor , ancak ml oyun listesinden kümelem tekniklerini tamamlayabilirsiniz dbscan öneri sistemleri henüz sorun türleri kapalı olmayacakbu videoları yaparsanız yararlı efendim",Nötr
"benc , şeylerin size kudo düştüğünü tartışan öğretmenin iyi yolu",Nötr
teşekkürl efendim çalma listesind fazla yükleme bekliyor,Nötr
"i̇nanılmaz ml çalma listesi teşekkürl , çalma listesini tamamlamak üzere",Nötr
teşekkürl,Nötr
bunun teşekkür ederim efendim,Nötr
derin öğrenm oynatma listeniz bana çok yardımcı oluyor lütfen efendim en kısa sürede cnn dersini yükle,Nötr
efendim lütfen video yapmak durmayın brbr brbr videolarınız bize yardımcı olur,Nötr
"hey momentum optimizasyonu nesterov , deep learn oynatma listesind gelecekteki videolarınızda hızlandırılmış gradyan adagrad rmsprop adam nadam optimizasyonu'nu kapsayacak mısınız ?",Nötr
efendim plz fazla video güncellem,Pozitif
"efendim , size tam destek öğretmenin büyük büyük büyük hayranı yüklemey devam edin efendim , videolarınız bana yardımcı olan videolarınız sizi korusun",Nötr
"bro videoları i̇ngilizc koyun lütfen yardımcı olur , yüzden günümüzde insanlar i̇ngiliz hintçe'nin güney yakası insanlarını anlamak temerrüd düştüğünü anlayabilir .",Nötr
tam kursunuza katılırsınız günde python öğrenmek hiçbir video yok herhangi bir site var sadec u tüpüne video yükleyin başka bir sitei uygun kur yapmak istemez,Nötr
shahzada babbar sher veer,Nötr
akıntılı bir burnu varmış geliyor kardeşim kardeşim,Nötr
derin öğrenm oynatma listeniz bana çok yardımcı oluyor ai ml kağıtım günlerc videolarınız bana çok yardımcı oluyor,Nötr
u r müthiş nitish son zamanlarda u kanalına katıldım bahut kuch acha naya seekn ko mil mai mai mai tohumu,Nötr
"verilerinizi raspberri pi arduino'ya yüklersiniz , ağır grafik kartı dizüstü bilgisayar satın almam gerekir mi yoksa dell inspiron hp pavillion aero gidebilirim",Nötr
bhaiya projeleri projeler video getirmiyor,Nötr
teşekkürl,Nötr
"akademisyenlerimin noktadayım , sensiz kaybolmuş hissettiğim xd",Pozitif
izlemeyi bitirdi,Nötr
"kod , kera lib ' e basit bir thx toplu normalleştirm kavramı tanrım derinden dahil olmak",Pozitif
"bu temeld standardizasyondur , zaman parti normalleştirm olarak adlandırılır",Nötr
birinin karmaşık konuyu kadar düzgün bir şekild açıklayabileceğin inanamıyorum,Nötr
,Bilinmiyor
abonelerd ivm kazandığı mutluyum,Nötr
dropout toplu normalleştirm quot arasındaki quotdisharmony'yi açıklayabilir misiniz iyi bir çözüm önerebilir misiniz ?,Nötr
